id,text_string
toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search/0.10.0+galaxy1,"Tool: staramr. Description: Scans genome assemblies against the ResFinder, PlasmidFinder, and PointFinder databases searching for AMR genes.. Category: Metagenomic Analysis."
toolshed.g2.bx.psu.edu/repos/iuc/metabat2/metabat2/2.15+galaxy3,Tool: MetaBAT2. Description: metagenome binning. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/megahit_contig2fastg/megahit_contig2fastg/1.1.3+galaxy1,Tool: megahit contig2fastg. Description: for converting MEGAHIT's contigs (.fa) to assembly graphs (.fastg). Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/mbernt/maxbin2/maxbin2/2.2.7+galaxy6,Tool: MaxBin2. Description: clusters metagenomic contigs into bins. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/4.0.6+galaxy2,Tool: MetaPhlAn. Description: to profile the composition of microbial communities. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/metabat2_jgi_summarize_bam_contig_depths/metabat2_jgi_summarize_bam_contig_depths/2.15+galaxy3,Tool: Calculate contig depths. Description: for MetaBAT2. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.3+galaxy1,Tool: Kraken taxonomic report. Description: view report of classification for multiple samples. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/biom_add_metadata/biom_add_metadata/2.1.15+galaxy1,Tool: Add metadata. Description: to a BIOM table. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/biom_convert/biom_convert/2.1.15+galaxy1,Tool: Convert. Description: between BIOM table formats. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/bracken/est_abundance/2.9+galaxy0,"Tool: Bracken. Description: to re-estimate abundance at a taxonomic level from kraken output. Category: Metagenomic Analysis. Topics: topic_3174, topic_3697."
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/4.0.6+galaxy3,Tool: MetaPhlAn. Description: to profile the composition of microbial communities. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotqualityprofile/dada2_plotQualityProfile/1.30.0+galaxy0,Tool: dada2: plotQualityProfile. Description: plot a visual summary of the quality scores. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotcomplexity/dada2_plotComplexity/1.30.0+galaxy0,Tool: dada2: plotComplexity. Description: Plot sequence complexity profile. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_assigntaxonomyaddspecies/dada2_assignTaxonomyAddspecies/1.30.0+galaxy0,Tool: dada2: assignTaxonomy and addSpecies. Description: Learn Error rates. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_removebimeradenovo/dada2_removeBimeraDenovo/1.30.0+galaxy0,Tool: dada2: removeBimeraDenovo. Description: Remove bimeras from collections of unique sequences. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_filterandtrim/dada2_filterAndTrim/1.30.0+galaxy0,Tool: dada2: filterAndTrim. Description: Filter and trim short read data. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_dada/dada2_dada/1.30.0+galaxy0,Tool: dada2: dada. Description: Remove sequencing errors. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_learnerrors/dada2_learnErrors/1.30.0+galaxy0,Tool: dada2: learnErrors. Description: Learn Error rates. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_makesequencetable/dada2_makeSequenceTable/1.30.0+galaxy0,Tool: dada2: makeSequenceTable. Description: construct a sequence table (analogous to OTU table). Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_mergepairs/dada2_mergePairs/1.30.0+galaxy0,Tool: dada2: mergePairs. Description: Merge denoised forward and reverse reads. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_seqcounts/dada2_seqCounts/1.30.0+galaxy0,Tool: dada2: sequence counts. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bebatut/combine_metaphlan2_humann2/combine_metaphlan_humann/0.3.0,Tool: Combine MetaPhlAn and HUMAnN outputs. Description: to relate genus/species abundances and gene families/pathways abundances. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/recentrifuge/recentrifuge/1.14.0+galaxy0,"Tool: Recentrifuge. Description: Robust comparative analysis and contamination removal for metagenomics. Category: Metagenomic Analysis. Topics: topic_3174, topic_3697."
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.1.3+galaxy1,Tool: Kraken2. Description: assign taxonomic labels to sequencing reads. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_extract_kraken_reads/krakentools_extract_kraken_reads/1.2+galaxy1,Tool: Krakentools: Extract Kraken Reads By ID. Description: Extract reads that were classified by the Kraken family at specified taxonomic IDs. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_kreport2mpa/krakentools_kreport2mpa/1.2+galaxy1,Tool: Krakentools: Convert kraken report file. Description: to MetaPhlAn-style. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_beta_diversity/krakentools_beta_diversity/1.2+galaxy1,"Tool: Krakentools: calculates beta diversity (Bray-Curtis dissimilarity). Description: from Kraken, Krona and Bracken files. Category: Metagenomic Analysis."
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_alpha_diversity/krakentools_alpha_diversity/1.2+galaxy1,Tool: Krakentools: Calculates alpha diversity. Description: from the Bracken abundance estimation file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_combine_kreports/krakentools_combine_kreports/1.2+galaxy1,Tool: Krakentools: Combine multiple Kraken reports. Description: into a combined report file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/4.1.1+galaxy0,Tool: MetaPhlAn. Description: to profile the composition of microbial communities. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/bracken/est_abundance/3.0+galaxy0,"Tool: Bracken. Description: to re-estimate abundance at a taxonomic level from kraken output. Category: Metagenomic Analysis. Topics: topic_3174, topic_3697."
toolshed.g2.bx.psu.edu/repos/iuc/recentrifuge/recentrifuge/1.14.1+galaxy0,"Tool: Recentrifuge. Description: Robust comparative analysis and contamination removal for metagenomics. Category: Metagenomic Analysis. Topics: topic_3174, topic_3697."
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_combine_kreports/krakentools_combine_kreports/1.2+galaxy2,Tool: Krakentools: Combine multiple Kraken reports. Description: into a combined report file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/4.1.1+galaxy1,Tool: MetaPhlAn. Description: to profile the composition of microbial communities. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/4.1.1+galaxy2,Tool: MetaPhlAn. Description: to profile the composition of microbial communities. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/4.1.1+galaxy3,Tool: MetaPhlAn. Description: to profile the composition of microbial communities. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/humann_regroup_table/humann_regroup_table/3.9+galaxy0,Tool: Regroup. Description: HUMAnN table features. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/humann/humann/3.9+galaxy0,Tool: HUMAnN. Description: to profile presence/absence and abundance of microbial pathways and gene families. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/humann_renorm_table/humann_renorm_table/3.9+galaxy0,Tool: Renormalize. Description: a HUMAnN generated table. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/humann_unpack_pathways/humann_unpack_pathways/3.9+galaxy0,Tool: Unpack pathway abundances. Description: to show the genes for each. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/humann_split_stratified_table/humann_split_stratified_table/3.9+galaxy0,Tool: Split a HUMAnN table. Description: into 2 tables (one stratified and one unstratified). Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/humann_rename_table/humann_rename_table/3.9+galaxy0,Tool: Rename features. Description: of a HUMAnN generated table. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/recentrifuge/recentrifuge/1.15.0+galaxy0,"Tool: Recentrifuge. Description: Robust comparative analysis and contamination removal for metagenomics. Category: Metagenomic Analysis. Topics: topic_3174, topic_3697."
toolshed.g2.bx.psu.edu/repos/iuc/khmer_partition/khmer_partition/3.0.0a3+galaxy3,"Tool: khmer: Sequence partition all-in-one. Description: Load, partition, and annotate sequences. Category: Metagenomic Analysis."
toolshed.g2.bx.psu.edu/repos/iuc/khmer_extract_partitions/khmer_extract_partitions/3.0.0a3+galaxy3,Tool: khmer: Extract partitions. Description: Separate sequences that are annotated with partitions into grouped files. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/khmer_count_median/khmer_count_median/3.0.0a3+galaxy3,Tool: khmer: Count Median. Description: Count the median/avg k-mer abundance for each sequence. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/khmer_filter_below_abundance_cutoff/khmer_filter_below_abundance_cutoff/3.0.0a3+galaxy3,Tool: khmer: Filter reads. Description: below k-mer abundance of 50. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/khmer_normalize_by_median/khmer_normalize_by_median/3.0.0a3+galaxy3,Tool: khmer: Normalize By Median. Description: Filter reads using digital normalization via k-mer abundances. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/khmer_abundance_distribution_single/khmer_abundance_distribution_single/3.0.0a3+galaxy3,Tool: khmer: Abundance Distribution (all-in-one). Description: Calculate abundance distribution of k-mers. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/khmer_filter_abundance/khmer_filter_abundance/3.0.0a3+galaxy3,Tool: khmer: Filter reads. Description: by minimal k-mer abundance. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/khmer_abundance_distribution/khmer_abundance_distribution/3.0.0a3+galaxy3,Tool: khmer: Abundance Distribution. Description: Calculate abundance distribution of k-mers using pre-made k-mer countgraphs. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_from_dada2/phyloseq_from_dada2/1.46.0+galaxy0,Tool: Create phyloseq object. Description: from dada2 sequence and taxonomy tables. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_from_biom/phyloseq_from_biom/1.46.0+galaxy0,Tool: Create phyloseq object. Description: from a BIOM file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_plot_ordination/phyloseq_plot_ordination/1.46.0+galaxy0,Tool: Phyloseq: plot ordination. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_plot_richness/phyloseq_plot_richness/1.46.0+galaxy0,Tool: Phyloseq: plot alpha diverstiy measure. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/gtdbtk_classify_wf/gtdbtk_classify_wf/2.4.0+galaxy0,Tool: GTDB-Tk Classify genomes. Description: by placement in GTDB reference tree. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/das_tool/das_tool/1.1.7+galaxy1,Tool: DAS Tool. Description: for genome-resolved metagenomics. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_analyze/checkm_analyze/1.2.3+galaxy0,Tool: CheckM analyze. Description: Identify marker genes in bins and calculate genome statistics. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_lineage_wf/checkm_lineage_wf/1.2.3+galaxy0,Tool: CheckM lineage_wf. Description: Assessing the completeness and contamination of genome bins using lineage-specific marker sets. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_lineage_set/checkm_lineage_set/1.2.3+galaxy0,Tool: CheckM lineage_set. Description: Infer lineage-specific marker sets for each bin. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_plot/checkm_plot/1.2.3+galaxy0,Tool: CheckM plot. Description: for assessing the quality of genome bins. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_qa/checkm_qa/1.2.3+galaxy0,Tool: CheckM qa. Description: Assess bins for contamination and completeness. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_taxonomy_wf/checkm_taxonomy_wf/1.2.3+galaxy0,Tool: CheckM taxonomy_wf. Description: Analyze all genome bins with the same marker set. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_taxon_set/checkm_taxon_set/1.2.3+galaxy0,Tool: CheckM taxon_set. Description: Generate taxonomic-specific marker set. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_tetra/checkm_tetra/1.2.3+galaxy0,Tool: CheckM tetra. Description: Calculate tetranucleotide signature of sequences. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_tree/checkm_tree/1.2.3+galaxy0,Tool: CheckM tree. Description: Place bins in the genome tree. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm_tree_qa/checkm_tree_qa/1.2.3+galaxy0,Tool: CheckM tree_qa. Description: Assess phylogenetic markers in the genome tree. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/ampvis2_load/ampvis2_load/2.8.6+galaxy1,Tool: ampvis2 load. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/ampvis2_load/ampvis2_load/2.8.9+galaxy0,Tool: ampvis2 load. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/mapseq/mapseq/2.1.1b+galaxy0,Tool: MAPseq. Description: sequence read classification designed to assign taxonomy and OTU classifications. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/mapseq/mapseq/2.1.1+galaxy0,Tool: MAPseq. Description: sequence read classification designed to assign taxonomy and OTU classifications. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/mgnify_seqprep/mgnify_seqprep/1.2+galaxy0,"Tool: Merging paired-end Illumina reads (SeqPrep, modified for use with MGnify piplines). Description: Merge and Trim Adapter Sequences from Paired-End Illumina Reads. Category: Metagenomic Analysis."
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_kreport2krona/krakentools_kreport2krona/1.2+galaxy2,Tool: Krakentools: Convert kraken report file. Description: to krona text file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_extract_kraken_reads/krakentools_extract_kraken_reads/1.2+galaxy2,Tool: Krakentools: Extract Kraken Reads By ID. Description: Extract reads that were classified by the Kraken family at specified taxonomic IDs. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_kreport2mpa/krakentools_kreport2mpa/1.2+galaxy2,Tool: Krakentools: Convert kraken report file. Description: to MetaPhlAn-style. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_beta_diversity/krakentools_beta_diversity/1.2+galaxy2,"Tool: Krakentools: calculates beta diversity (Bray-Curtis dissimilarity). Description: from Kraken, Krona and Bracken files. Category: Metagenomic Analysis."
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_alpha_diversity/krakentools_alpha_diversity/1.2+galaxy2,Tool: Krakentools: Calculates alpha diversity. Description: from the Bracken abundance estimation file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search/0.11.0+galaxy0,"Tool: staramr. Description: Scans genome assemblies against the ResFinder, PlasmidFinder, and PointFinder databases searching for AMR genes.. Category: Metagenomic Analysis."
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_from_dada2/phyloseq_from_dada2/1.50.0+galaxy0,Tool: Create phyloseq object. Description: from dada2 sequence and taxonomy tables. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_from_biom/phyloseq_from_biom/1.50.0+galaxy0,Tool: Create phyloseq object. Description: from a BIOM file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_plot_ordination/phyloseq_plot_ordination/1.50.0+galaxy0,Tool: Phyloseq: plot ordination. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/phyloseq_plot_richness/phyloseq_plot_richness/1.50.0+galaxy0,Tool: Phyloseq: plot alpha diverstiy measure. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/checkm2/checkm2/1.0.2+galaxy0,Tool: checkm2. Description: Rapid assessment of genome bin quality using machine learning. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_view/2.1.11+galaxy0,Tool: Diamond view. Description: generate formatted output from DAA files. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/2.1.11+galaxy0,Tool: Diamond makedb. Description: Build database from a FASTA file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/2.1.11+galaxy0,Tool: Diamond. Description: alignment tool for short sequences against a protein database. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotqualityprofile/dada2_plotQualityProfile/1.34.0+galaxy0,Tool: dada2: plotQualityProfile. Description: plot a visual summary of the quality scores. Category: Metagenomic Analysis.
